0.255,162.4
0.26,137.5
0.265,122.2
0.27,119.6
0.275,123.1
0.28,120.6
0.285,117.8
0.29,121.0
0.295,118.9
0.3,118.3
0.305,121.8
0.31,116.6
0.315,126.2
0.32,130.1
0.325,121.2
0.33,118.6
0.335,120.7
0.34,125.1
0.345,137.1
0.35,168.1
0.355,170.5
0.36,174.6
0.365,127.8
0.37,126.8
0.375,119.9
0.38,132.3
0.385,134.9
0.39,123.6
0.395,121.6
0.4,118.0
0.405,139.6
0.41,122.2
0.415,122.0
0.42,117.9
0.425,122.9
0.43,127.1
0.435,116.1
0.44,120.0
0.445,120.4
0.45,116.2
0.455,116.9
0.46,145.9
0.465,129.9
0.47,119.2
0.475,131.0
0.48,153.7
0.485,174.2
0.49,150.9
0.495,144.0
0.5,159.2
