0.255,212.6
0.26,252.1
0.265,236.1
0.27,182.8
0.275,201.3
0.28,176.7
0.285,186.2
0.29,177.7
0.295,173.7
0.3,181.3
0.305,181.5
0.31,207.7
0.315,252.2
0.32,225.6
0.325,205.2
0.33,180.1
0.335,187.2
0.34,237.8
0.345,189.9
0.35,181.7
0.355,191.5
0.36,173.9
0.365,171.3
0.37,181.8
0.375,180.4
0.38,181.9
0.385,182.3
0.39,179.6
0.395,187.7
0.4,171.5
0.405,178.1
0.41,175.2
0.415,183.6
0.42,179.5
0.425,179.0
0.43,175.5
0.435,183.5
0.44,193.3
0.445,195.4
0.45,198.3
0.455,215.8
0.46,198.2
0.465,186.8
0.47,188.5
0.475,185.7
0.48,181.7
0.485,179.0
0.49,182.8
0.495,198.8
0.5,181.0
